"id","type","boatClass","make","model","year","condition","length_ft","beam_ft","dryWeight_lb","hullMaterial","fuelType","numEngines","totalHP","maxEngineYear","minEngineYear","engineCategory","price","sellerId","city","state","zip","created_date","created_month","created_year"
7166764,"power","power-skiwake","MB Sport","TOMCAT F22",2014,"used",23,NA,NA,"other","other",1,0,NA,NA,NA,52041,34869,"Alexander City","AL",NA,"2019-08-01",8,2019
7250448,"power","power-pwc","Yamaha Boats","Waverunner VX",2019,"new",8,NA,NA,"other","other",1,0,NA,NA,NA,9699,100688,"Oklahoma City","OK",NA,"2019-10-14",10,2019
7170296,"power","power-pontoon","Bennington","23RSB",2019,"new",25,NA,NA,"other","other",1,0,NA,NA,NA,61999,27369,"Red Wing","MN",NA,"2019-08-05",8,2019
6902835,"power","power-bass","Tracker","Pro Team 195 TXW Tournament Edition",2019,"new",18.58,8.17,1215,"aluminum","",1,150,NA,NA,"outboard",31650,50174,"Cary","NC","27513","2018-11-07",11,2018
7239744,"power","power-cruiser","Chaparral","216SSI",2000,"used",22,NA,NA,"other","other",1,0,NA,NA,NA,12999,27369,"Red Wing","MN",NA,"2019-10-03",10,2019
4554897,"power","power-deck","Silverton","41 Convertible",1998,"used",46,NA,NA,"fiberglass","other",1,0,NA,NA,"",89900,34373,"Pittsburgh","PA",NA,"2014-01-23",1,2014
6946090,"power","power-jet","Chaparral","Vortex 2430 VRX",2019,"new",24,9,NA,"fiberglass","other",1,0,NA,NA,"",85020,34996,"Buford","GA",NA,"2018-12-31",12,2018
7155420,"power","power-expresscruiser","Cruisers Yachts","3672 Express",2000,"used",36,13,NA,"fiberglass","gasoline",2,0,NA,NA,"inboard",89900,56263,"Harrison Township","MI","48045","2019-07-23",7,2019
7180579,"power","power-pontoon","SunCatcher","V Series",2019,"new",22,NA,NA,"other","other",1,0,NA,NA,NA,35500,100688,"Oklahoma City","OK",NA,"2019-08-12",8,2019
6831181,"power","power-skifish","Regal","1700 LSR",1998,"used",19,NA,NA,"other","other",1,0,NA,NA,"",2995,34959,"Marrero","LA","70072","2018-09-04",9,2018
7164836,"power","power-other","Other","208 CUDDY",2008,"used",20,NA,NA,"other","other",1,0,NA,NA,"",16995,215788,"Palm Harbor","FL",NA,"2019-07-30",7,2019
6952171,"power","power-pontoon","Sun Tracker","Party Barge 22 DLX",2019,"new",24.17,8.5,1920,"aluminum","",1,150,NA,NA,"outboard",35680,1145,"Tyler","TX","75762","2019-01-09",1,2019
7203669,"power","power-skiwake","Axis Wake","T SERIES T23",2016,"used",23,8.06,NA,"fiberglass","gasoline",1,0,NA,NA,"v-drive",59995,47688,"Buford","GA",NA,"2019-09-03",9,2019
6813737,"power","power-center","Sportsman","Heritage 241 Center Console",2019,"new",24,9,NA,"fiberglass","other",1,0,NA,NA,"",79900,45873,"Vero Beach","FL",NA,"2018-08-18",8,2018
6889169,"power","power-pontoon","Manitou","Legacy LT 25 Dual engine",2019,"new",26,NA,NA,"aluminum","other",1,0,NA,NA,"",149000,140799,"Seattle","WA",NA,"2018-10-25",10,2018
6996274,"power","power-runabout","Larson","210 O/B",2003,"used",20.5,8.25,1800,"fiberglass","other",1,0,NA,NA,"",7500,12689,"Mineral","VA",NA,"2019-02-22",2,2019
6823698,"power","power-center","Mako","334 CC Sportfish Edition",2019,"new",33.33,9.83,10905,"fiberglass","gasoline",2,0,2019,2019,"outboard",299900,1041,"Denham Springs","LA","70726","2018-08-28",8,2018
7015927,"power","power-bass","Tracker","Pro Team 175 TF",2019,"new",17.58,7.42,970,"aluminum","gasoline",1,60,NA,NA,"outboard",19715,144237,"Moncks Corner","SC","29461","2019-03-13",3,2019
7131150,"power","power-pontoon","Sun Tracker","SportFish 22 DLX",2019,"new",24.17,8.5,2159,"aluminum","",1,115,NA,NA,"outboard",32605,155589,"Hammond","IN","46324","2019-06-28",6,2019
6583407,"power","power-expresscruiser","Sea Ray","350 Sundancer Coupe",2017,"used",35,11.33,18792,"fiberglass","gasoline",2,0,2017,NA,"",359900,34134,"Knoxville","TN","37922","2018-01-15",1,2018
6870037,"power","power-pwc","Kawasaki","Sx-r",2017,"used",9,3,NA,"fiberglass","gasoline",0,NA,NA,NA,"",7499.99,35202,"Hampton Bays","NY","11946","2018-10-09",10,2018
7012670,"power","power-pontoon","Bennington","20 S Fishing Value",2019,"new",20,NA,NA,"other","other",1,0,NA,NA,"",12999,34482,"Mecosta","MI",NA,"2019-03-10",3,2019
7067562,"power","power-pontoon","Bennington","22SSBXP",2019,"used",24,102,NA,"other","other",1,0,NA,NA,NA,42342,10610,"Rochester","MN",NA,"2019-04-30",4,2019
6845506,"power","power-deck","Hurricane","SUNDECK SD 187 OB",2019,"new",19,9,NA,"fiberglass","other",1,0,NA,NA,"",33900,162703,"Islamorada","FL",NA,"2018-09-16",9,2018
7053757,"power","power-cuddy","Crownline","210 CCR",1994,"used",21,NA,NA,"fiberglass","other",1,0,NA,NA,"",9500,5781,"Sturgeon Bay","WI","54235-0708","2019-04-17",4,2019
7070329,"power","power-expresscruiser","Sea Ray","260 Sundancer",2010,"used",27,8.5,NA,"fiberglass","other",1,0,NA,NA,"",68999,5267,"Oshkosh","WI","54904","2019-05-02",5,2019
7171050,"power","power-pontoon","Bennington","23SSRFBXP",2020,"new",25,102,NA,"other","other",1,0,NA,NA,"",80743,46516,"Wayzata","MN",NA,"2019-08-05",8,2019
6893615,"power","power-cruiser","Carver","Voyager",1980,"used",28,11,NA,"fiberglass","gasoline",2,260,NA,NA,"inboard",12999,34567,"Everett","WA","98201","2018-10-29",10,2018
7226111,"power","power-deck","Hurricane","SS 185 OB",2020,"new",19,8,NA,"fiberglass","other",1,0,NA,NA,"",30900,5092,"West Palm Beach","FL",NA,"2019-09-21",9,2019
6814952,"power","power-fresh","Tracker","Panfish 16",2019,"new",16.17,5.83,766,"aluminum","gasoline",1,40,NA,NA,"outboard",15585,155642,"Bristol","VA","24202","2018-08-20",8,2018
7121434,"power","power-bass","Tracker","Pro Team 175 TXW",2019,"new",17.58,7.42,1050,"aluminum","",1,75,NA,NA,"outboard-4s",21765,62407,"Guntersville","AL","35976","2019-06-20",6,2019
7166422,"power","power-cruiser","Crownline","266",1999,"used",27,NA,NA,"other","other",1,0,NA,NA,"",22999,10610,"Rochester","MN",NA,"2019-07-31",7,2019
6891202,"power","power-center","Boston Whaler","17 Outrage II",1989,"used",17,8,2050,"fiberglass","gasoline",1,0,NA,NA,"outboard-2s",12900,50917,"Belmar","NJ","07719","2018-10-26",10,2018
4705303,"power","power-jon","Xpress Boats","Jon Boat",2016,"new",20,8,NA,"aluminum","",0,NA,NA,NA,"",1590,12680,"Stapleton","AL","36578","2014-05-07",5,2014
7164956,"power","power-fresh","Caravelle boat group","2300 WA",2015,"used",27,NA,NA,"other","other",1,0,NA,NA,"",49990,164670,"Ridgeland","SC",NA,"2019-07-30",7,2019
7082587,"power","power-motor","Sea Ray","390 Motor Yacht",2003,"used",39,NA,NA,"fiberglass","other",2,0,NA,NA,"",159995,5268,"Pewaukee","WI","53072","2019-05-14",5,2019
7094203,"power","power-jon","Tracker","Grizzly 1648 Jon",2019,"new",16.08,6,587,"aluminum","",1,0,NA,NA,"outboard",4030,155481,"Gainesville","VA","20155","2019-05-25",5,2019
7218208,"power","power-other","Bertram","25 Moppie",1963,"used",25,NA,NA,"other","other",1,0,NA,NA,"",26900,34622,"St Marks","FL",NA,"2019-09-13",9,2019
7139957,"power","power-deck","Hurricane","SunDeck SD 2690 OB",2019,"new",26,9,NA,"fiberglass","other",1,0,NA,NA,"",89999,52761,"Miami","FL",NA,"2019-07-06",7,2019
7215125,"power","power-skiwake","Mastercraft","X45",2008,"used",25,NA,NA,"other","other",1,0,NA,NA,NA,54900,29402,"Kimberling City","MO",NA,"2019-09-11",9,2019
7133331,"power","power-pontoon","Sun Tracker","Party Barge 18 DLX",2019,"new",20,8.17,1495,"aluminum","",1,40,NA,NA,"outboard",25640,52540,"Anchorage","AK","99508","2019-07-01",7,2019
7110546,"power","power-bass","Phoenix","21PHX",2018,"used",21,0.08,NA,"fiberglass","gasoline",1,250,2018,2018,"outboard",62900,155448,"Kansas City","KS","66111","2019-06-12",6,2019
7163114,"power","power-bass","Skeeter","190 Sl",2007,"used",19,NA,NA,"fiberglass","other",1,0,NA,NA,"",19995,34959,"Marrero","LA","70072","2019-07-29",7,2019
7170612,"power","power-pontoon","Bennington","25SSRCFBXP",2019,"new",27,102,NA,"other","other",1,0,NA,NA,NA,59999,27369,"Red Wing","MN",NA,"2019-08-05",8,2019
6775113,"power","power-pwc","Sea-Doo","Spark 2up ROTAX® 900 ACE™",2015,"used",11,4,NA,"fiberglass","gasoline",1,90,NA,NA,"",4000,39704,"Webster","MA","01570","2018-07-13",7,2018
7166513,"power","power-cruiser","Mariah","JUBILEE",2000,"used",21,NA,NA,"other","other",1,0,NA,NA,"",11999,10610,"Rochester","MN",NA,"2019-07-31",7,2019
7183109,"power","power-pontoon","Bennington","20SLV",2020,"new",1,102,NA,"other","other",1,0,NA,NA,"",20835,27369,"Red Wing","MN",NA,"2019-08-14",8,2019
7259471,"power","power-cruiser","Yamaha Boats","242SE",2020,"new",24,102,NA,"other","other",1,0,NA,NA,"",72999,46516,"Wayzata","MN",NA,"2019-10-22",10,2019
7203405,"power","power-pontoon","San Pan","2500WB3",2014,"new",20,NA,NA,"other","other",1,0,NA,NA,"",27995,260113,"Waterville","ME",NA,"2019-09-03",9,2019
6881846,"power","power-jon","Tracker","Grizzly 1448 Jon",2019,"new",14,6,562,"aluminum","",1,0,NA,NA,"outboard",4834,60577,"San Jose","CA","95118","2018-10-19",10,2018
7269254,"power","power-aluminum","SeaArk","2072 Fish Extreme Tunnel Deluxe CC",2020,"new",20,NA,NA,"aluminum","other",1,0,NA,NA,"",33995,37214,"Lake City","FL","32055","2019-10-31",10,2019
7122414,"power","power-skiwake","Supra","22v",2008,"used",22,NA,NA,"fiberglass","other",1,0,NA,NA,"",37999,53226,"Prairie Grove","IL",NA,"2019-06-20",6,2019
7170931,"power","power-pontoon","Bennington","23SPDXP",2020,"new",1,NA,NA,"other","other",1,0,NA,NA,NA,60509,46516,"Wayzata","MN",NA,"2019-08-05",8,2019
7128772,"power","power-jon","Tracker","Grizzly 1648 SC",2019,"new",16.08,6,715,"aluminum","",1,25,NA,NA,"outboard",12104,222258,"Raymond","ME","04071","2019-06-26",6,2019
7239716,"power","power-pontoon","Bennington","20SFV",2020,"new",21,NA,NA,"other","other",1,0,NA,NA,NA,20835,27369,"Red Wing","MN",NA,"2019-10-03",10,2019
7019139,"power","power-center","Parker","2100 SE",2019,"new",21,8.5,NA,"fiberglass","gasoline",1,150,NA,NA,"outboard",53486,58888,"Stuart","FL","34994","2019-03-15",3,2019
7123376,"power","power-pontoon","Bennington","S 22SSR",2019,"new",21.04,8.06,NA,"aluminum","gasoline",1,0,NA,NA,"outboard",48783,52808,"Lewisville","TX",NA,"2019-06-21",6,2019
7033541,"power","power-aluminum","Tracker","Targa V-19 Combo",2019,"new",19,8.5,2001,"aluminum","",1,200,NA,NA,"outboard",44330,155599,"Owatonna","MN","55060","2019-03-29",3,2019
6848848,"power","power-fresh","Tracker","Panfish 16",2019,"new",16.17,5.83,766,"aluminum","gasoline",1,40,NA,NA,"outboard",15785,50035,"Palm Bay","FL","32905","2018-09-19",9,2018
6222534,"power","power-motor","Hatteras","72 Motor Yacht",1985,"used",72,18.58,126000,"fiberglass","diesel",2,1680,1985,1985,"inboard",349000,31335,"Seabrook","TX","77586","2017-05-02",5,2017
6969158,"power","power-aluminum","Excel","1854 SWVF4 PRO",2018,"new",18,1,NA,"aluminum","gasoline",1,0,2018,2018,"outboard",20500,34692,"Goldsboro","NC","27534","2019-01-25",1,2019
7120179,"power","power-pontoon","Sun Tracker","SportFish 22 DLX",2019,"new",24.17,8.5,2159,"aluminum","",1,150,NA,NA,"outboard",35715,54055,"Tacoma","WA","98408","2019-06-19",6,2019
6652699,"power","power-center","Mako","261 Center Console",1989,"used",26,NA,NA,"fiberglass","gasoline",1,300,2016,2016,"outboard-4s",37500,43645,"Oriental","NC",NA,"2018-03-20",3,2018
7231819,"power","power-center","Robalo","R222",2020,"new",21,NA,NA,"fiberglass","other",1,0,NA,NA,"",60470,6561,"Chesapeake","VA",NA,"2019-09-26",9,2019
7017081,"power","power-pontoon","Tahoe","LTZ Cruise Rear Bench",2019,"new",24,8.5,NA,"aluminum","gasoline",0,NA,NA,NA,"",48990,34584,"Mooresville","NC","28117","2019-03-14",3,2019
7063496,"power","power-bass","Nitro","Z18",2019,"new",18.67,7.83,1700,"fiberglass","gasoline",1,150,NA,NA,"outboard",34155,232994,"Brunswick","GA","31520","2019-04-26",4,2019
6815988,"power","power-expresscruiser","Beneteau","49 GT",2015,"used",49,14.33,33038,"fiberglass","diesel",2,870,NA,NA,"inboard",619900,29456,"North Miami Beach","FL","33160","2018-08-21",8,2018
7162154,"power","power-deck","Hurricane","FunDeck FD 226 OB",2019,"new",22,8,NA,"fiberglass","other",1,0,NA,NA,"",46900,5092,"West Palm Beach","FL",NA,"2019-07-28",7,2019
7220643,"power","power-jet","Yamaha Boats","SX240",2017,"used",24,8.5,3605,"fiberglass","other",1,0,NA,NA,"",44999,5125,"Bridgeport","NY",NA,"2019-09-17",9,2019
7106931,"power","power-other","SeaArk","1660 MVT",2019,"new",16,NA,NA,"aluminum","other",1,0,NA,NA,"",18490,12760,"Ocala","FL",NA,"2019-06-07",6,2019
7247383,"power","power-pwc","Sea-Doo","GTI SE",2007,"used",11,NA,NA,"other","other",1,0,NA,NA,NA,4395,5080,"Laconia","NH",NA,"2019-10-10",10,2019
6419890,"power","power-skiwake","Yamaha Boats","242X E-Series",2018,"new",24,8.5,4032,"fiberglass","gasoline",1,0,NA,NA,"inboard",70999,27369,"Red Wing","MN","55066","2017-10-13",10,2017
7052364,"power","power-pontoon","Regency","230 DL3",2019,"new",25.33,8.5,3235,"aluminum","",1,200,NA,NA,"outboard",51185,62469,"Gaylord","MI","49735","2019-04-17",4,2019
7224178,"power","power-center","Carolina Skiff","238 DLV",2019,"new",23,NA,NA,"other","other",1,0,NA,NA,"",37930,55887,"Foley","AL",NA,"2019-09-19",9,2019
6195401,"power","power-convertible","Trojan","10.8 Meter Sedan (SRG)",1989,"used",35,13,15000,"fiberglass","gasoline",2,700,NA,NA,"inboard",29500,40167,"Kent","NY","14477","2017-04-05",4,2017
7211369,"power","power-pontoon","Tahoe","Cascade Quad Lounger 23",2019,"used",23,NA,NA,"other","other",1,0,NA,NA,"",39990,53621,"Walloon Lake","MI",NA,"2019-09-09",9,2019
7256523,"power","power-skiwake","Supra","SE450",2015,"used",24,NA,NA,"other","other",1,0,NA,NA,"",89999,34467,"Naples","ME",NA,"2019-10-19",10,2019
7170773,"power","power-cruiser","Monterey","258SS BOWRIDER",2019,"new",25,NA,NA,"other","other",1,0,NA,NA,"",100999,46516,"Wayzata","MN",NA,"2019-08-05",8,2019
7157889,"power","power-deck","Glastron","DX215",2003,"used",21,NA,NA,"fiberglass","other",1,0,NA,NA,"",19995,5267,"Oshkosh","WI","54904","2019-07-25",7,2019
7028247,"power","power-pontoon","Sun Tracker","Party Barge 22 RF XP3",2019,"new",24.17,8.5,2899,"aluminum","",1,150,NA,NA,"outboard",36120,52590,"New Haven","IN","46774","2019-03-25",3,2019
6967969,"power","power-pontoon","Sun Tracker","SportFish 22 DLX",2019,"new",24.17,8.5,2159,"aluminum","gasoline",1,60,2019,2019,"outboard",29145,56482,"New Bern","NC","28560","2019-01-24",1,2019
7260623,"power","power-pontoon","Ranger","223C",2020,"new",22,NA,NA,"other","other",1,0,NA,NA,"",50060,12868,"Warsaw","MO",NA,"2019-10-23",10,2019
7132127,"power","power-center","Sportsman","Open 312 Center Console",2019,"new",31,10,NA,"fiberglass","other",1,0,NA,NA,"",228850,45873,"Vero Beach","FL",NA,"2019-06-28",6,2019
7135726,"power","power-bowrider","Chaparral","216 SSi",2013,"used",18,8.06,NA,"fiberglass","gasoline",1,0,NA,NA,"",41380,47688,"Buford","GA",NA,"2019-07-02",7,2019
7239694,"power","power-pwc","Yamaha Boats","EX Deluxe",2020,"new",10,NA,NA,"other","other",1,0,NA,NA,"",8899,46516,"Wayzata","MN",NA,"2019-10-03",10,2019
7052740,"power","power-motor","Cruisers Yachts","CANTIUS 60 CANTIUS",2018,"new",60,16.4,52999.17,"fiberglass","other",2,0,NA,NA,"",1799900,5211,"Winthrop Harbor","IL","60096","2019-04-17",4,2019
7106910,"power","power-other","SunChaser","Oasis 816 Cruise",2019,"new",16,NA,NA,"aluminum","other",1,0,NA,NA,"",17995,12760,"Ocala","FL",NA,"2019-06-07",6,2019
7271293,"power","power-saltfish","World Cat","250 DC",2004,"used",24.5,8.5,3900,"fiberglass","gasoline",2,300,2004,2004,"outboard-4s",39000,5785,"Bridgeport","CT","06605","2019-11-02",11,2019
7096774,"power","power-bowrider","Chaparral","230 Suncoast",2019,"used",23,8,NA,"fiberglass","gasoline",1,0,2019,2019,"outboard-4s",57000,235704,"Fort Pierce","FL","34946","2019-05-29",5,2019
6823517,"power","power-center","Mako","414 CC Family Edition",2019,"new",41,11.92,17540,"fiberglass","gasoline",4,1400,2019,2019,"outboard",568245,1110,"Katy","TX","77494","2018-08-28",8,2018
7164893,"power","power-other","Caravelle boat group","19EBO",2019,"new",18,NA,NA,"other","other",1,0,NA,NA,"",29720,164697,"Rockwood","TN",NA,"2019-07-30",7,2019
7243489,"power","power-pwc","Sea-Doo","Spark",2014,"used",120,NA,NA,"other","other",1,0,NA,NA,"",4999,46516,"Wayzata","MN",NA,"2019-10-08",10,2019
7121169,"power","power-skiwake","Yamaha Boats","242 Limited S",2012,"used",23,NA,NA,"other","other",1,0,NA,NA,"",36500,35260,"New York","NY",NA,"2019-06-19",6,2019
7107493,"power","power-expresscruiser","Bayliner","2655 Bayliner Ciera Sunbridge",1990,"used",26,9.5,5100,"fiberglass","gasoline",1,300,2001,2001,"inboard-outboard",15900,59400,"Olympia","WA","98501","2019-06-08",6,2019
7134678,"power","power-center","Lund Boats","SSV 18",2017,"used",18,6.04,NA,"fiberglass","gasoline",1,0,NA,NA,"outboard",11995,3112,"Buford","GA",NA,"2019-07-02",7,2019
6685114,"sail","sail-centercockpit","Island Packet","485",2005,"used",48,15.42,NA,"fiberglass","diesel",1,100,NA,NA,"inboard",495000,54829,"Vero Beach","FL",NA,"2018-04-18",4,2018
7180538,"power","power-fresh","Ranger","198 VX",2008,"used",19,NA,NA,"fiberglass","other",1,0,NA,NA,"",19995,34404,"Lyme","CT",NA,"2019-08-12",8,2019
4953557,"power","power-expresscruiser","Larson","Cabrio 290 Mid Cabin",2000,"used",29,10,7550,"fiberglass","gasoline",2,0,2000,2000,"inboard-outboard",34999,32168,"Haverstraw","NY",NA,"2015-02-25",2,2015
6949685,"power","power-motor","Kong & Halvorsen","70 Cockpit Motoryacht",1988,"used",70,19,NA,"fiberglass","diesel",2,1850,NA,NA,"inboard",785000,61423,"Wickford","RI",NA,"2019-01-07",1,2019
7256495,"power","power-cruiser","Tiara","Sovran LE",2009,"used",35,13,NA,"fiberglass","diesel",1,600,NA,NA,"inboard",205000,202104,"Jupiter","FL","33477","2019-10-19",10,2019
7205334,"power","power-center","SeaArk","FXT 2472 CC Elite ( Tunnel)",2020,"new",24,NA,NA,"aluminum","other",1,0,NA,NA,"",38595,12760,"Ocala","FL",NA,"2019-09-04",9,2019
7032307,"power","power-pontoon","Sun Tracker","Party Barge 24 DLX",2019,"new",26.17,8.5,2200,"aluminum","",1,115,NA,NA,"outboard",35340,49465,"Utica","NY","13502","2019-03-28",3,2019
7057322,"power","power-cruiser","Sea Ray","260 Sundancer",1999,"used",26,8.5,6200,"fiberglass","gasoline",1,260,1999,1999,"inboard-outboard",24900,34409,"Toms River","NJ","08753","2019-04-20",4,2019
7108018,"power","power-skiwake","Chaparral","246 Surf SSi",2019,"new",24,NA,NA,"other","other",1,0,NA,NA,"",90970,34588,"Johnson City","TN",NA,"2019-06-09",6,2019
7087142,"power","power-fresh","Tracker","Pro Guide V-16 SC",2019,"new",16.5,7.33,1169,"aluminum","",1,60,NA,NA,"outboard",19365,155599,"Owatonna","MN","55060","2019-05-18",5,2019
7241191,"power","power-fresh","Alumacraft","Prowler",2020,"new",17,NA,NA,"other","other",1,0,NA,NA,NA,18500,259035,"Durant","OK",NA,"2019-10-04",10,2019
7092520,"power","power-center","Stingray","236CC",2019,"new",23,8.5,3648,"fiberglass","gasoline",0,NA,NA,NA,"",68428,34534,"Palm Harbor","FL",NA,"2019-05-23",5,2019
6861397,"power","power-pontoon","Sylvan","Mirage 8520 CNF",2019,"new",20,8.42,NA,"aluminum","gasoline",1,115,NA,NA,"outboard",31995,34900,"Southaven","MS","38671","2018-10-01",10,2018
6878225,"power","power-aluminum","Hewescraft","21 Sea Runner HT",2019,"new",21,96,NA,"aluminum","other",1,0,NA,NA,"",65995,34704,"Troutdale","OR",NA,"2018-10-17",10,2018
7025222,"power","power-pontoon","Bennington","22SSRX",2019,"new",23,86,NA,"aluminum","other",1,0,NA,NA,"",47998,34996,"Buford","GA",NA,"2019-03-21",3,2019
6838427,"power","power-fresh","Smoker Craft","ANGLERPATRIOT 16 SC",2018,"new",16,NA,NA,"other","other",1,0,NA,NA,"",5199,34482,"Mecosta","MI",NA,"2018-09-10",9,2018
6886795,"power","power-skiwake","Mastercraft","ProStar",2019,"used",20,8,3300,"fiberglass","gasoline",1,350,2019,2019,"inboard",72900,34745,"Osage Beach","MO","65065","2018-10-24",10,2018
7164787,"power","power-deck","Caravelle boat group","219UULTD",2018,"new",21,NA,NA,"other","other",1,0,NA,NA,"",44990,215788,"Palm Harbor","FL",NA,"2019-07-30",7,2019
6587836,"power","power-highperf","Magnum","Maltese",1975,"used",28,NA,NA,"fiberglass","gasoline",2,640,NA,NA,"inboard-outboard",29900,21445,"","FL","","2018-01-19",1,2018
7081537,"power","power-skiwake","Heyday","MERCURY (6.2L 370HP V-DRIVE)",2019,"new",25,NA,NA,"other","other",1,0,NA,NA,NA,54216,100688,"Oklahoma City","OK",NA,"2019-05-14",5,2019
6953239,"power","power-cruiser","Sea Ray","Sundancer",2002,"used",34,12,15500,"fiberglass","gasoline",2,700,2002,2002,"inboard",69800,67460,"Miami","FL",NA,"2019-01-10",1,2019
6979366,"power","power-pontoon","G3","SunCatcher V322 Fish",2019,"new",22.5,8.42,2400,"aluminum","gasoline",1,150,2018,2018,"outboard",38145,52603,"Davis","OK","73030","2019-02-06",2,2019
5887374,"power","power-center","Dusky","23 center console",1977,"used",23,8,NA,"fiberglass","gasoline",1,240,1977,1977,"inboard",19900,40167,"Amherst ","OH","","2016-07-27",7,2016
6579959,"power","power-other","Mercury","250 Hp Optimax Pro Xs",2009,"used",5,NA,NA,"other","gasoline",0,NA,NA,NA,"",9500,164438,"Tulsa","OK","74129","2018-01-11",1,2018
7175949,"power","power-deck","Bayliner","DX2000",2019,"new",19,NA,NA,"other","other",1,0,NA,NA,"",34995,237744,"Howell","MI",NA,"2019-08-07",8,2019
6822374,"power","power-aluminum","Crestliner","1650 Discovery Tiller",2019,"new",16.6,8,NA,"aluminum","gasoline",1,30,NA,NA,"outboard-4s",15990,5038,"Silver Springs","NY","14550","2018-08-27",8,2018
7089024,"power","power-pontoon","SunChaser","824 Fish and Cruise",2007,"used",24,8,NA,"aluminum","other",1,60,NA,NA,"outboard-4s",14995,35109,"Three Lakes","WI","54562","2019-05-20",5,2019
6984021,"power","power-saltfish","Sea Hunt","Triton 202",2003,"used",19.58,8.08,1900,"fiberglass","gasoline",1,150,2003,2003,"outboard-2s",17900,65591,"Kemah","TX","77565","2019-02-09",2,2019
6699363,"power","power-bowrider","Tahoe","700",2018,"new",21,8.33,3488,"fiberglass","gasoline",1,250,NA,NA,"inboard-outboard",40130,1399,"Spanish Fort","AL","36527","2018-05-02",5,2018
6772815,"power","power-center","Century","18 cc",1994,"used",18.5,7.17,NA,"fiberglass","gasoline",0,NA,NA,NA,"",13995,38693,"Cape Coral","FL","33991","2018-07-12",7,2018
7044191,"power","power-motor","Wider","32",2016,"used",32,9.83,24301.56,"fiberglass","diesel",2,520,NA,NA,"inboard",278000,63935,"Miami Beach","FL","33139","2019-04-09",4,2019
7257819,"power","power-center","NauticStar","20 XS",2018,"new",20,102,NA,"fiberglass","other",1,0,NA,NA,"",44995,163184,"Huntington Beach","CA",NA,"2019-10-21",10,2019
7203394,"power","power-pontoon","Mastercraft","X23",2016,"new",1,NA,NA,"other","other",1,0,NA,NA,"",88995,260113,"Waterville","ME",NA,"2019-09-03",9,2019
6921978,"power","power-pwc","Yamaha WaveRunner","FX SVHO",2019,"new",11.75,4.17,818,"other","gasoline",1,0,NA,NA,"other",15499,31905,"Danville","VA","24540","2018-11-28",11,2018
6955241,"power","power-dualconsole","Robalo","R227 Dual Console",2019,"new",21.5,8.5,3750,"fiberglass","gasoline",1,200,2019,2019,"outboard",61160,5157,"Islip Terrace","NY","11752","2019-01-12",1,2019
6791344,"power","power-pontoon","Crest","Crest II 240 SLC",2019,"new",24,NA,NA,"other","other",1,0,NA,NA,"",39995,5049,"Fox Lake","IL",NA,"2018-07-31",7,2018
6961691,"power","power-sportfish","Rampage","38 Express",2005,"used",38,13.75,NA,"fiberglass","diesel",2,1080,2005,2005,"inboard",179000,31335,"Galveston","TX","77554","2019-01-18",1,2019
6845985,"power","power-expresscruiser","Sea Ray","290 Sundancer",1995,"used",29,10.17,10500,"fiberglass","gasoline",1,220,1995,1995,"inboard-outboard",34999,64648,"Seminole","FL","33772","2018-09-17",9,2018
7112388,"sail","sail-racer","Flying Scot","19",1973,"used",19,6.58,676,"fiberglass","gasoline",0,NA,NA,NA,"",7900,14357,"Holland","MI","49423","2019-06-13",6,2019
6851635,"power","power-aluminum","Tracker","Targa V-18 WT",2019,"new",18.17,8.5,2060,"aluminum","",1,150,NA,NA,"outboard",32695,1250,"Olathe","KS","66061","2018-09-21",9,2018
7164901,"power","power-other","Caravelle boat group","17EBO",2019,"used",17,NA,NA,"other","other",1,0,NA,NA,"",25990,164697,"Rockwood","TN",NA,"2019-07-30",7,2019
7047167,"power","power-pontoon","Regency","210 DL3",2019,"new",23.33,8.5,3148,"aluminum","",1,150,NA,NA,"outboard",49460,5204,"Arnold's Park","IA","51331","2019-04-12",4,2019
7106576,"power","power-pontoon","Crest","III 220 SLC",2019,"new",24,86,NA,"aluminum","other",1,0,NA,NA,"",42238,34560,"Fenton","MI","48430","2019-06-07",6,2019
6774539,"power","power-bass","Triton","17 C TX",2019,"new",17.67,7.67,1080,"aluminum","gasoline",1,75,2018,2018,"outboard-4s",23941,102570,"Brandon","MS","39047","2018-07-13",7,2018
7033219,"power","power-center","Mako","191 Center Console",1991,"used",19,8,NA,"fiberglass","gasoline",0,NA,NA,NA,"",12000,35322,"Clarksville","DE","19970","2019-03-29",3,2019
7172254,"power","power-bass","Nitro","Z18",2019,"new",18,NA,NA,"fiberglass","other",1,0,NA,NA,"",34155,232994,"Brunswick","GA",NA,"2019-08-05",8,2019
7002541,"power","power-cruiser","Fountain","38 Express Cruiser",2006,"used",37.92,10.5,13500,"fiberglass","gasoline",2,850,NA,NA,"inboard-outboard",148000,29999,"Alexandria Bay","NY","13607","2019-02-28",2,2019
7136584,"power","power-highperf","Hallett","270 Closed Bow",1995,"used",27,8.5,NA,"fiberglass","gasoline",1,0,NA,NA,"inboard-outboard",57000,39962,"Lake Havasu City","AZ","86403","2019-07-02",7,2019
7193594,"power","power-fresh","G3","Sportsman",2018,"new",19,NA,NA,"other","other",1,0,NA,NA,"",31000,32348,"Kingston","OK",NA,"2019-08-23",8,2019
